year,title,doi,is_oa,oa_status,cited_by,landing_page,doi_link,pdf_url,downloaded,local_file
2022,Mechanical and microstructural properties of high-performance concrete made with rice husk ash internally cured with superabsorbent polymers,10.1016/j.heliyon.2022.e10502,True,gold,30,https://doi.org/10.1016/j.heliyon.2022.e10502,https://doi.org/10.1016/j.heliyon.2022.e10502,http://www.cell.com/article/S240584402201790X/pdf,no,
2022,Predicting the Compressive Strength of Concrete Containing Fly Ash and Rice Husk Ash Using ANN and GEP Models,10.3390/ma15217713,True,gold,29,https://doi.org/10.3390/ma15217713,https://doi.org/10.3390/ma15217713,https://www.mdpi.com/1996-1944/15/21/7713/pdf?version=1667388584,no,
2022,"Development of high strength recycled aggregate concrete-composite effects of fly ash, silica fume and rice husk ash as pozzolans",10.1617/s11527-022-02026-3,True,hybrid,52,https://doi.org/10.1617/s11527-022-02026-3,https://doi.org/10.1617/s11527-022-02026-3,https://link.springer.com/content/pdf/10.1617/s11527-022-02026-3.pdf,no,
2022,Experimental Investigation on the Effects of Coffee Husk Ash as Partial Replacement of Cement on Concrete Properties,10.1155/2022/4175460,True,gold,41,https://doi.org/10.1155/2022/4175460,https://doi.org/10.1155/2022/4175460,https://downloads.hindawi.com/journals/amse/2022/4175460.pdf,no,
2022,Optimization of foam concrete characteristics using response surface methodology and artificial neural networks,10.1016/j.conbuildmat.2022.127575,False,closed,82,https://doi.org/10.1016/j.conbuildmat.2022.127575,https://doi.org/10.1016/j.conbuildmat.2022.127575,,no,
2022,"Machine learning in concrete science: applications, challenges, and best practices",10.1038/s41524-022-00810-x,True,gold,321,https://doi.org/10.1038/s41524-022-00810-x,https://doi.org/10.1038/s41524-022-00810-x,https://www.nature.com/articles/s41524-022-00810-x.pdf,no,
2022,Green synthesis and characterization of UKMRC-8 rice husk-derived mesoporous silica nanoparticle for agricultural application,10.1038/s41598-022-24484-z,True,gold,70,https://doi.org/10.1038/s41598-022-24484-z,https://doi.org/10.1038/s41598-022-24484-z,https://www.nature.com/articles/s41598-022-24484-z.pdf,no,
2022,Life cycle assessment of wheat husk based agro-concrete block,10.1016/j.jclepro.2022.131437,True,green,22,https://doi.org/10.1016/j.jclepro.2022.131437,https://doi.org/10.1016/j.jclepro.2022.131437,,no,
2022,Design of a Novel Hybrid Rice Straw/Husk Bio-Based Concrete Featuring Enhanced Mechanical and Hygrothermal Properties,10.1007/s12649-022-01854-2,False,closed,15,https://doi.org/10.1007/s12649-022-01854-2,https://doi.org/10.1007/s12649-022-01854-2,,no,
2022,Optimization of Green Concrete Containing Fly Ash and Rice Husk Ash Based on Hydro-Mechanical Properties and Life Cycle Assessment Considerations,10.28991/cej-2022-08-12-018,True,diamond,43,https://doi.org/10.28991/cej-2022-08-12-018,https://doi.org/10.28991/cej-2022-08-12-018,https://civilejournal.org/index.php/cej/article/download/3718/pdf,yes,2022/02_Optimization_of_Green_Concrete_Containing_Fly_Ash_and_Rice_Husk_Ash_Based_on_Hydro-Mechanical_Properties_and_Life_Cycle_.pdf
2022,Force‐Deformation Study on Glass Fiber Reinforced Concrete Slab Incorporating Waste Paper,10.1155/2022/5343128,True,gold,176,https://doi.org/10.1155/2022/5343128,https://doi.org/10.1155/2022/5343128,https://downloads.hindawi.com/journals/ace/2022/5343128.pdf,no,
2022,Sodium Silicate from Rice Husk Ash and Their Effects as Geopolymer Cement,10.3390/polym14142920,True,gold,41,https://doi.org/10.3390/polym14142920,https://doi.org/10.3390/polym14142920,https://www.mdpi.com/2073-4360/14/14/2920/pdf?version=1658226079,no,
2022,Durability Studies on Fly Ash Based Geopolymer Concrete Incorporated with Slag and Alkali Solutions,10.1155/2022/7196446,True,gold,155,https://doi.org/10.1155/2022/7196446,https://doi.org/10.1155/2022/7196446,https://downloads.hindawi.com/journals/ace/2022/7196446.pdf,no,
2022,RETRACTED: A Study on the Properties of Geopolymer Concrete Modified with Nano Graphene Oxide,10.3390/buildings12081066,True,gold,131,https://doi.org/10.3390/buildings12081066,https://doi.org/10.3390/buildings12081066,https://www.mdpi.com/2075-5309/12/8/1066/pdf?version=1658480994,no,
2022,"A Step towards Sustainable Concrete with Substitution of Plastic Waste in Concrete: Overview on Mechanical, Durability and Microstructure Analysis",10.3390/cryst12070944,True,gold,178,https://doi.org/10.3390/cryst12070944,https://doi.org/10.3390/cryst12070944,https://www.mdpi.com/2073-4352/12/7/944/pdf?version=1657098782,no,
2022,Experimental Analysis of Geopolymer Concrete: A Sustainable and Economic Concrete Using the Cost Estimation Model,10.1155/2022/7488254,True,gold,76,https://doi.org/10.1155/2022/7488254,https://doi.org/10.1155/2022/7488254,https://downloads.hindawi.com/journals/amse/2022/7488254.pdf,no,
2022,Experimental study and theoretical prediction of mechanical properties of ultra-high-performance concrete incorporated with nanorice husk ash burning at different temperature treatments,10.1007/s11356-022-20779-w,False,closed,43,https://doi.org/10.1007/s11356-022-20779-w,https://doi.org/10.1007/s11356-022-20779-w,,no,
2022,"Mechanical and Microstructural Properties of Composite Mortars with Lime, Silica Fume and Rice Husk Ash",10.3390/pr10071424,True,gold,40,https://doi.org/10.3390/pr10071424,https://doi.org/10.3390/pr10071424,https://www.mdpi.com/2227-9717/10/7/1424/pdf?version=1658464361,no,
2022,Rice Husk Ash (RHA) Based Concrete: Workability and Compressive Strength with Different Dosages and Curing Ages,10.2478/jaes-2022-0016,True,hybrid,10,https://doi.org/10.2478/jaes-2022-0016,https://doi.org/10.2478/jaes-2022-0016,https://sciendo.com/pdf/10.2478/jaes-2022-0016,yes,2022/03_Rice_Husk_Ash_RHA_Based_Concrete_Workability_and_Compressive_Strength_with_Different_Dosages_and_Curing_Ages.pdf
2022,Effect of Coarse Recycled Aggregate and Rice Husk Ash on Concrete: A Factorial Design Approach,10.1007/s40996-022-00856-3,False,closed,9,https://doi.org/10.1007/s40996-022-00856-3,https://doi.org/10.1007/s40996-022-00856-3,,no,
2022,Comparative Study of Experimental and Modeling of Fly Ash-Based Concrete,10.3390/ma15113762,True,gold,48,https://doi.org/10.3390/ma15113762,https://doi.org/10.3390/ma15113762,https://www.mdpi.com/1996-1944/15/11/3762/pdf?version=1653398675,no,
2022,Influence of Replacing Cement with Waste Glass on Mechanical Properties of Concrete,10.3390/ma15217513,True,gold,162,https://doi.org/10.3390/ma15217513,https://doi.org/10.3390/ma15217513,https://www.mdpi.com/1996-1944/15/21/7513/pdf?version=1667974155,no,
2022,Prediction of concrete strengths enabled by missing data imputation and interpretable machine learning,10.1016/j.cemconcomp.2022.104414,True,bronze,206,https://doi.org/10.1016/j.cemconcomp.2022.104414,https://doi.org/10.1016/j.cemconcomp.2022.104414,https://www.sciencedirect.com/science/article/am/pii/S0958946522000105?via%3Dihub,no,
